959	3
960	3
961	2
962	2
963	1
964	1
965	1
966	2
967	1
968	1
970	1
971	2
972	3
973	3
974	6
975	1
976	2
977	1
978	1
979	2
981	2
982	2
983	1
984	2
985	1
986	1
989	1
990	1
991	2
992	1
993	2
994	1
995	1
996	2
998	1
1000	2
1001	1
1002	2
1003	3
1004	1
1005	3
1006	2
1007	1
1009	4
1010	1
1011	4
1012	4
1014	1
1015	1
1016	1
1017	3
1018	1
1019	2
1020	3
1021	1
1022	4
1023	2
1024	1
1025	1
1026	1
1027	3
1028	2
1030	5
1031	1
1032	2
1033	2
1034	2
1035	1
1036	4
1037	3
1038	2
1040	4
1041	4
1042	3
1043	4
1044	3
1046	1
1047	1
1048	1
1049	2
1050	4
1051	2
1052	1
1053	1
1054	4
1055	2
1056	3
1057	1
1058	2
1059	2
1061	2
1062	1
1063	4
1064	1
1065	1
1066	1
1067	1
1068	2
1070	3
1071	3
1072	2
1073	3
1074	2
1075	1
1077	1
1078	2
1079	1
1080	4
1081	2
1082	1
1084	2
1085	3
1086	1
1088	2
1089	2
1091	4
1092	1
1093	2
1095	2
1096	2
1097	2
1098	1
1099	3
1100	2
1101	5
1102	1
1103	3
1104	1
1105	1
1106	3
1107	2
1109	1
1112	1
1114	2
1115	2
1117	2
1118	3
1119	1
1120	1
1121	1
1122	2
1123	1
1124	1
1125	1
1126	1
1127	1
1129	1
1130	2
1131	2
1132	3
1135	3
1136	1
1137	1
1138	1
1139	2
1140	1
1141	2
1142	3
1144	2
1146	2
1147	1
1149	1
1151	1
1152	2
1153	1
1154	5
1156	2
1158	3
1159	1
1160	2
1162	1
1163	4
1164	3
1165	2
1166	1
1168	1
1170	2
1171	1
1172	1
1173	3
1174	1
1175	2
1176	1
1178	1
1180	2
1182	4
1183	1
1184	1
1187	2
1189	5
1190	4
1191	1
1193	1
1194	3
1195	1
1196	1
1197	2
1198	1
1200	1
1201	2
1203	2
1206	3
1207	1
1208	1
1209	2
1211	1
1212	2
1213	4
1214	1
1215	1
1216	1
1217	2
1218	3
1220	2
1222	1
1223	2
1224	4
1225	1
1227	2
1230	2
1231	3
1232	1
1235	2
1237	1
1239	2
1241	3
1242	1
1243	1
1244	2
1245	1
1246	1
1247	2
1248	2
1249	3
1250	1
1251	1
1252	3
1253	1
1255	2
1256	1
1257	1
1258	2
1259	1
1260	1
1261	2
1264	1
1267	3
1268	2
1269	1
1270	2
1271	1
1272	3
1273	1
1274	1
1276	1
1278	1
1279	1
1282	2
1284	1
1286	1
1287	1
1289	1
1290	1
1292	1
1295	2
1297	1
1298	2
1300	1
1301	1
1302	1
1305	1
1307	1
1308	2
1309	1
1310	1
1311	2
1312	1
1313	1
1316	3
1318	1
1319	1
1321	2
1322	1
1324	1
1327	1
1329	2
1330	1
1332	1
1333	3
1334	1
1335	1
1336	1
1337	3
1338	1
1342	1
1343	1
1345	1
1346	3
1347	1
1348	4
1349	1
1352	1
1353	1
1354	1
1356	2
1358	3
1359	2
1361	1
1362	1
1363	2
1364	3
1365	2
1368	1
1369	2
1370	1
1371	2
1378	2
1379	5
1380	2
1381	1
1382	1
1384	2
1385	3
1386	1
1388	1
1389	2
1390	3
1391	1
1392	2
1393	1
1394	1
1395	1
1396	1
1397	1
1398	2
1399	1
1403	1
1405	1
1406	1
1407	1
1408	2
1409	2
1410	1
1412	1
1413	2
1416	1
1417	1
1418	2
1420	1
1422	3
1426	1
1427	2
1428	2
1430	2
1431	2
1432	1
1434	3
1436	2
1437	1
1438	1
1440	1
1441	2
1442	2
1443	1
1445	1
1448	2
1451	1
1455	1
1457	1
1461	1
1468	2
1470	1
1471	2
1472	1
1474	1
1476	2
1477	1
1478	1
1479	1
1481	1
1482	1
1483	1
1484	1
1486	1
1487	1
1489	1
1492	1
1494	1
1496	1
1499	3
1501	1
1502	2
1509	2
1510	1
1513	1
1516	1
1518	1
1523	2
1528	2
1529	1
1530	3
1534	1
1536	1
1539	1
1545	1
1546	1
1548	1
1549	1
1550	1
1553	3
1558	1
1560	2
1564	2
1566	2
1567	1
1571	1
1572	1
1573	1
1575	1
1577	2
1578	1
1581	1
1582	3
1583	1
1584	2
1585	1
1586	3
1587	1
1588	1
1591	1
1595	2
1598	1
1602	1
1604	1
1605	4
1610	2
1611	1
1612	1
1613	1
1616	1
1617	1
1618	1
1619	1
1620	2
1621	1
1623	1
1624	2
1632	1
1633	1
1635	1
1636	1
1637	1
1638	2
1639	2
1640	1
1641	2
1644	2
1645	1
1647	1
1649	1
1652	1
1653	1
1655	2
1658	1
1661	1
1668	1
1669	2
1674	1
1680	3
1682	1
1683	1
1684	2
1686	1
1687	1
1690	2
1692	1
1695	2
1696	1
1698	1
1699	1
1701	1
1703	1
1705	1
1710	1
1714	1
1715	1
1717	1
1720	1
1725	3
1728	2
1729	1
1733	3
1734	1
1735	1
1738	2
1740	1
1741	1
1744	2
1755	1
1757	1
1759	1
1760	2
1762	1
1763	1
1766	1
1767	1
1769	1
1770	1
1774	1
1777	1
1779	1
1781	2
1782	1
1786	1
1788	2
1790	2
1791	1
1796	1
1797	1
1799	1
1800	4
1801	1
1805	2
1807	1
1808	2
1809	1
1812	1
1816	1
1820	1
1821	3
1822	1
1823	1
1829	1
1830	2
1834	1
1836	2
1839	1
1840	1
1843	1
1844	1
1846	1
1849	1
1852	1
1853	1
1860	1
1865	1
1866	2
1867	1
1868	1
1870	1
1872	1
1874	1
1875	1
1877	1
1884	2
1885	1
1886	1
1887	1
1888	4
1890	1
1894	1
1896	1
1899	1
1903	2
1904	1
1905	1
1906	1
1907	1
1917	1
1919	1
1921	1
1924	2
1930	1
1934	1
1935	2
1940	1
1950	1
1952	1
1954	2
1959	1
1962	1
1964	1
1966	1
1967	1
1970	1
1977	1
1978	2
1980	1
1984	1
1987	1
1988	1
1990	1
1998	1
2003	1
2006	1
2010	1
2012	2
2015	1
2017	1
2024	2
2025	2
2027	2
2028	1
2041	1
2050	2
2052	1
2054	1
2063	1
2065	1
2066	1
2067	1
2070	2
2082	1
2089	2
2091	1
2094	1
2097	1
2099	2
2100	2
2101	1
2102	1
2108	1
2112	1
2113	1
2114	1
2115	1
2117	1
2123	1
2126	1
2130	1
2133	2
2135	1
2138	2
2142	1
2144	1
2147	1
2152	1
2158	1
2160	1
2165	1
2171	1
2172	1
2180	1
2183	1
2185	1
2189	1
2191	1
2192	1
2194	1
2195	1
2198	1
2202	2
2205	1
2219	1
2220	2
2226	1
2227	1
2229	1
2230	1
2231	1
2232	1
2235	1
2236	1
2239	1
2241	1
2242	1
2247	2
2253	1
2261	2
2262	1
2266	1
2268	1
2269	1
2280	1
2294	1
2300	1
2302	1
2308	1
2313	1
2314	2
2316	1
2318	2
2327	1
2329	1
2331	1
2339	1
2346	1
2348	1
2350	1
2351	1
2356	1
2368	1
2370	1
2374	1
2377	1
2382	1
2388	1
2399	1
2400	2
2401	1
2404	1
2408	1
2412	1
2419	1
2421	1
2423	1
2426	1
2428	1
2433	1
2435	1
2438	1
2440	1
2443	1
2444	1
2448	3
2449	1
2453	3
2455	1
2456	1
2467	1
2469	1
2489	1
2493	1
2528	1
2533	1
2538	1
2539	1
2540	1
2545	1
2551	1
2553	1
2555	1
2562	1
2564	1
2573	1
2576	1
2578	1
2586	2
2591	1
2594	1
2595	1
2602	1
2615	1
2617	1
2636	1
2638	1
2649	1
2652	1
2660	1
2664	1
2676	1
2683	1
2704	1
2705	1
2719	1
2728	1
2730	1
2740	1
2746	2
2757	1
2760	1
2766	1
2776	1
2780	1
2786	1
2812	1
2836	1
2839	1
2840	1
2845	1
2856	1
2864	2
2869	1
2870	1
2872	3
2876	1
2878	1
2879	1
2886	1
2895	1
2908	1
2909	1
2910	1
2912	2
2926	1
2927	1
2951	2
2956	1
2961	1
2962	1
2969	1
2991	1
2992	1
3001	1
3006	1
3015	2
3016	1
3017	1
3025	1
3027	1
3029	1
3034	1
3041	1
3064	1
3065	1
3084	1
3094	1
3097	1
3101	1
3110	1
3118	1
3122	1
3135	1
3153	1
3191	1
3193	1
3208	2
3214	1
3224	1
3236	1
3253	1
3263	1
3271	1
3283	1
3288	1
3301	1
3309	2
3314	1
3317	1
3324	1
3332	1
3340	1
3350	1
3361	1
3362	1
3364	1
3367	1
3377	2
3390	1
3410	1
3411	1
3415	1
3416	1
3420	1
3442	1
3448	1
3450	1
3454	1
3468	1
3470	1
3521	1
3533	1
3539	1
3548	1
3554	1
3564	1
3568	1
3577	1
3588	1
3590	1
3597	1
3600	1
3604	1
3621	1
3622	1
3631	1
3632	1
3648	1
3654	1
3657	1
3664	1
3669	1
3672	1
3679	1
3697	1
3699	1
3722	2
3726	1
3729	1
3736	1
3765	1
3772	1
3775	1
3790	1
3795	2
3798	1
3826	1
3856	1
3868	1
3904	1
3906	1
3912	1
3917	1
3920	1
3971	1
3990	1
3991	1
4024	1
4028	1
4032	1
4041	1
4045	1
4079	1
4082	1
4090	1
4102	1
4108	1
4148	1
4159	1
4199	1
4207	1
4215	1
4217	1
4220	1
4257	1
4269	1
4286	1
4301	1
4305	1
4327	1
4380	1
4405	1
4430	1
4440	1
4462	1
4482	1
4491	1
4496	1
4504	1
4507	1
4512	1
4530	1
4553	1
4601	1
4644	1
4659	1
4671	1
4680	1
4753	1
4850	1
4865	1
4946	1
4965	1
4994	1
5010	1
5033	1
5066	1
5067	1
5098	1
5112	1
5115	1
5132	2
5155	1
5168	1
5190	1
5211	1
5227	1
5232	1
5294	1
5310	1
5315	1
5320	1
5328	1
5332	1
5359	1
5375	1
5386	1
5598	1
5615	1
5631	1
5639	1
5680	1
5703	1
5737	1
5762	1
5855	1
5910	1
5927	1
5986	1
6027	1
6047	1
6059	1
6110	1
6148	1
6188	1
6217	1
6286	1
6346	1
6370	1
6417	1
6448	1
6481	1
6482	1
6529	1
6530	1
6531	1
6544	1
6564	1
6711	1
6761	1
6765	1
6790	1
6859	1
6869	1
6939	1
6966	1
6972	1
6974	1
7051	1
7100	1
7118	1
7136	1
7200	1
7207	1
7346	1
7413	1
7529	1
7530	1
7572	1
7663	1
7695	1
7751	1
7768	1
7842	1
8177	1
8184	1
8214	1
8430	1
8570	1
8646	1
8724	1
8754	1
8925	1
9620	1
9660	1
9899	1
10020	1
10575	1
11051	1
11335	1
11520	1
11587	1
12010	1
12420	1
12527	1
12727	1
13015	2
13069	1
13855	1
14531	1
16003	1
16170	1
17144	1
17456	1
17594	1
19407	1
19449	1
20146	1
20413	1
20751	1
21395	1
26112	1
26340	1
31097	1
31577	1
