0	4056492
1	164741
2	71694
3	43278
4	30464
5	22650
6	18149
7	14464
8	12000
9	10432
10	8846
11	7997
12	7009
13	6278
14	5472
15	5211
16	4803
17	4379
18	3893
19	3734
20	3476
21	3191
22	3124
23	2692
24	2653
25	2351
26	2217
27	2167
28	1997
29	1978
30	1895
31	1908
32	1617
33	1616
34	1461
35	1425
36	1338
37	1235
38	1188
39	1115
40	1071
41	1037
42	1024
43	988
44	993
45	886
46	893
47	844
48	779
49	766
50	776
51	735
52	676
53	645
54	671
55	633
56	552
57	646
58	584
59	548
60	567
61	528
62	527
63	507
64	491
65	518
66	450
67	449
68	409
69	447
70	449
71	417
72	409
73	400
74	363
75	359
76	342
77	355
78	353
79	351
80	354
81	323
82	300
83	319
84	327
85	294
86	265
87	301
88	294
89	300
90	268
91	243
92	263
93	248
94	272
95	251
96	235
97	256
98	250
99	203
100	220
101	209
102	177
103	181
104	204
105	184
106	189
107	198
108	213
109	197
110	162
111	166
112	190
113	162
114	166
115	140
116	170
117	171
118	167
119	184
120	174
121	164
122	154
123	150
124	146
125	141
126	142
127	130
128	140
129	154
130	137
131	119
132	137
133	134
134	113
135	123
136	111
137	130
138	105
139	114
140	106
141	111
142	137
143	116
144	108
145	125
146	110
147	108
148	113
149	85
150	98
151	83
152	95
153	105
154	103
155	87
156	94
157	96
158	69
159	83
160	75
161	96
162	80
163	100
164	75
165	97
166	88
167	74
168	71
169	72
170	74
171	78
172	61
173	75
174	62
175	85
176	91
177	61
178	62
179	76
180	68
181	65
182	82
183	62
184	66
185	59
186	61
187	51
188	64
189	45
190	65
191	57
192	53
193	57
194	65
195	65
196	60
197	61
198	55
199	61
200	54
201	55
202	57
203	54
204	60
205	55
206	47
207	59
208	55
209	53
210	48
211	43
212	43
213	50
214	45
215	43
216	40
217	48
218	56
219	36
220	40
221	46
222	56
223	48
224	45
225	53
226	49
227	43
228	39
229	42
230	39
231	36
232	33
233	47
234	45
235	38
236	31
237	45
238	42
239	36
240	45
241	43
242	29
243	40
244	30
245	37
246	33
247	35
248	40
249	31
250	30
251	28
252	41
253	32
254	35
255	35
256	30
257	32
258	36
259	30
260	41
261	20
262	36
263	36
264	23
265	25
266	36
267	35
268	23
269	29
270	37
271	41
272	23
273	33
274	30
275	20
276	35
277	36
278	26
279	18
280	36
281	28
282	18
283	27
284	36
285	26
286	28
287	28
288	21
289	30
290	20
291	21
292	28
293	28
294	23
295	20
296	27
297	24
298	21
299	26
300	29
301	21
302	16
303	20
304	13
305	22
306	19
307	15
308	17
309	18
310	27
311	20
312	24
313	19
314	25
315	20
316	10
317	25
318	21
319	21
320	20
321	17
322	18
323	22
324	17
325	19
326	26
327	25
328	19
329	26
330	17
331	19
332	22
333	18
334	21
335	20
336	23
337	23
338	13
339	17
340	16
341	25
342	23
343	17
344	15
345	11
346	15
347	19
348	17
349	27
350	20
351	15
352	17
353	16
354	18
355	28
356	17
357	20
358	15
359	16
360	13
361	16
362	19
363	23
364	12
365	14
366	19
367	14
368	11
369	21
370	13
371	11
372	10
373	15
374	11
375	10
376	10
377	12
378	14
379	16
380	14
381	14
382	15
383	6
384	18
385	13
386	9
387	18
388	11
389	11
390	18
391	10
392	8
393	18
394	17
395	15
396	13
397	14
398	13
399	14
400	18
401	18
402	12
403	7
404	14
405	14
406	12
407	13
408	13
409	9
410	7
411	14
412	7
413	10
414	16
415	9
416	13
417	15
418	6
419	16
420	17
421	8
422	6
423	10
424	14
425	13
426	15
427	3
428	13
429	14
430	16
431	8
432	11
433	14
434	14
435	21
436	8
437	9
438	15
439	9
440	10
441	23
442	8
443	17
444	12
445	13
446	13
447	8
448	14
449	9
450	16
451	10
452	8
453	7
454	9
455	13
456	6
457	14
458	12
459	11
460	7
461	13
462	8
463	8
464	7
465	7
466	6
467	12
468	4
469	8
470	13
471	5
472	10
473	10
474	7
475	14
476	7
477	9
478	7
479	13
480	12
481	6
482	11
483	9
484	8
485	5
486	8
487	5
488	9
489	7
490	13
491	12
492	15
493	14
494	9
495	6
496	10
497	14
498	10
499	6
500	6
501	6
502	10
503	14
504	11
505	10
506	8
507	5
508	6
509	9
510	12
511	8
512	8
513	9
514	5
515	9
516	10
517	12
518	7
519	8
520	3
521	9
522	5
523	3
524	4
525	9
526	7
527	6
528	5
529	9
530	8
531	7
532	11
533	7
534	14
535	12
536	7
537	7
538	6
539	8
540	7
541	11
542	5
543	9
544	10
545	8
546	6
547	8
548	5
549	5
550	11
551	8
552	9
553	7
554	3
555	8
556	8
557	1
558	7
559	6
560	6
561	5
562	8
563	4
564	6
565	4
566	11
567	7
568	4
569	6
570	7
571	5
572	8
573	5
574	4
575	6
576	6
577	7
578	6
579	2
580	6
581	7
582	9
583	7
584	7
585	4
586	7
587	6
588	6
589	6
590	9
591	9
592	8
593	5
594	6
595	3
596	3
597	9
598	10
599	9
600	9
601	7
602	4
603	4
604	6
605	5
606	6
607	3
608	4
609	10
610	8
611	5
612	8
613	4
614	3
615	4
616	7
617	6
618	6
619	6
620	4
621	4
622	2
623	6
624	9
625	2
626	3
627	2
628	10
629	4
630	4
631	3
632	2
633	9
634	5
635	3
636	5
637	6
638	6
639	10
640	1
641	2
642	3
643	10
644	2
645	5
646	5
647	5
648	4
649	4
650	6
651	7
652	5
653	4
654	4
655	5
656	3
657	4
658	4
659	6
660	7
661	9
662	2
663	6
664	5
665	5
666	7
667	3
668	3
669	4
670	2
671	6
672	1
673	2
674	6
675	4
676	7
677	2
678	4
679	6
680	4
681	3
682	3
683	6
684	3
685	2
686	4
687	1
688	3
689	5
690	3
691	4
692	3
693	4
694	4
695	1
696	4
697	4
698	4
699	4
700	3
701	5
702	5
703	10
704	5
705	3
706	6
707	4
708	6
709	2
710	3
711	4
712	5
713	3
714	2
715	2
716	4
717	7
718	7
719	5
720	5
721	3
722	3
723	2
724	1
725	5
726	2
727	2
728	7
729	5
730	3
731	3
732	4
733	5
734	3
735	2
736	5
737	3
738	4
739	3
740	5
741	4
742	5
743	5
744	3
745	7
746	4
747	3
748	2
749	4
750	6
751	6
752	5
753	2
754	4
755	2
756	4
757	2
758	3
759	3
760	2
761	5
762	3
763	2
764	6
765	4
766	1
767	4
768	3
769	1
770	1
771	3
772	1
774	6
775	6
776	4
777	4
778	4
779	3
780	9
781	3
782	2
783	2
784	1
785	5
786	2
787	3
788	3
789	4
790	1
791	3
792	5
793	4
794	3
795	5
796	3
797	5
798	2
799	6
800	3
801	1
802	1
803	1
804	5
805	4
806	4
807	3
808	4
809	2
810	3
811	3
812	6
813	2
814	4
815	3
816	3
818	4
819	3
820	2
821	3
822	4
823	3
824	3
825	4
826	4
827	2
828	3
829	2
831	2
832	4
833	3
834	2
835	1
836	5
837	4
838	1
839	2
840	3
841	2
842	6
843	3
844	2
845	2
846	4
847	3
848	2
849	3
850	2
851	5
852	2
853	3
854	2
855	3
856	2
857	1
858	2
859	1
860	1
861	1
862	1
863	3
864	3
865	3
866	3
867	2
868	2
869	2
871	2
872	3
874	1
875	1
877	1
878	1
879	2
881	1
883	3
884	4
885	4
887	1
888	2
889	1
890	2
891	2
892	3
893	3
895	2
897	3
898	2
901	3
902	4
903	2
904	2
905	3
906	1
907	3
909	4
910	2
911	3
912	1
913	4
914	3
915	3
916	2
917	1
918	3
919	1
920	1
921	1
922	2
923	2
924	5
926	2
927	2
928	1
929	4
930	2
932	3
933	2
934	1
935	2
936	1
937	4
938	1
939	4
940	2
942	4
943	3
944	2
947	2
948	2
949	2
950	1
951	1
952	1
953	1
957	1
958	4
